amount,hour_of_day,is_weekend,receiver_account_age_days,receiver_report_count,receiver_tx_count_24h,receiver_unique_senders_24h,previous_connections_count,avg_transaction_amount_7d,amount_deviation,velocity_ratio,is_first_interaction,is_fraud
3424.29,17,1,748,0,8,11,0,4127.6,0.8294,1.2222,1,0
2678.21,20,0,398,0,13,9,0,2627.64,1.0189,0.6429,1,0
2447.17,11,0,470,0,18,12,10,581.26,4.2029,0.6316,0,0
666.95,18,0,300,0,19,13,9,494.2,1.3468,0.65,0,0
498.7,22,1,1061,0,12,3,0,3978.71,0.1253,0.2308,1,0
1368.36,4,0,4,6,48,15,3,605.39,2.2566,0.3061,0,1
3034.45,22,0,397,0,5,5,0,4177.0,0.7263,0.8333,1,0
927.31,8,1,300,0,5,6,0,220.9,4.179,1.0,1,0
4413.4,18,0,97,0,1,2,19,1471.96,2.9963,1.0,0,0
3358.65,10,0,99,1,7,11,0,1826.47,1.8379,1.375,1,1
1272.92,13,0,588,0,23,7,13,615.17,2.0659,0.2917,0,0
4269.06,21,1,678,1,3,8,25,1440.32,2.9619,2.0,0,0
1150.58,5,1,13,5,13,32,6,384.2,2.987,2.2857,0,1
6770.22,11,1,454,0,18,10,3,3474.37,1.9481,0.5263,0,0
287.61,15,0,429,0,12,11,12,1070.73,0.2684,0.8462,0,0
5952.84,18,0,167,1,9,6,2,791.47,7.5118,0.6,0,1
10535.63,9,0,894,0,34,24,3,8405.08,1.2533,0.6857,0,0
605.85,18,0,121,2,6,6,21,187.35,3.2166,0.8571,0,0
2555.55,18,0,1260,0,20,8,1,4073.37,0.6272,0.381,0,0
8926.58,22,0,1334,0,20,10,2,9471.65,0.9424,0.4762,0,0
593.08,15,1,118,0,23,6,15,1289.64,0.4595,0.25,0,0
1093.87,20,1,399,0,26,12,8,920.42,1.1872,0.4444,0,0
2531.95,19,0,589,1,0,1,20,855.46,2.9563,1.0,0,0
5819.78,8,0,568,0,37,14,3,5873.45,0.9907,0.3684,0,0
632.92,11,0,388,0,36,22,8,861.22,0.7341,0.5946,0,0
7452.14,6,0,873,0,29,22,3,5582.53,1.3347,0.7333,0,0
151.16,18,1,134,0,30,19,18,270.78,0.5562,0.6129,0,0
5.28,2,0,15,2,22,7,0,34.57,0.1484,0.3043,1,1
2677.61,15,0,615,1,4,3,30,1558.58,1.7169,0.6,0,0
2507.15,7,0,291,1,11,3,17,646.61,3.8714,0.25,0,0
2538.99,22,0,322,0,11,10,0,3235.83,0.7844,0.8333,1,0
1067.98,15,0,163,0,5,6,6,629.18,1.6947,1.0,0,0
6126.26,18,0,1467,0,14,21,3,7734.51,0.792,1.4,0,0
1987.1,19,1,183,0,22,7,9,1812.72,1.0956,0.3043,0,0
1256.26,15,1,418,0,32,16,11,344.42,3.6369,0.4848,0,0
3477.64,10,1,1468,0,29,19,1,6509.58,0.5342,0.6333,0,0
3701.11,6,1,40,0,14,5,2,1012.24,3.6527,0.3333,0,0
5242.39,10,0,1310,0,23,13,2,9485.57,0.5526,0.5417,0,0
3521.9,12,0,515,1,8,7,20,1115.21,3.1552,0.7778,0,0
876.28,12,0,225,0,23,12,20,1516.05,0.5776,0.5,0,0
620.38,17,0,897,0,4,7,0,3036.95,0.2042,1.4,1,0
1666.45,7,0,354,0,33,16,20,588.33,2.8277,0.4706,0,0
5372.32,9,1,1144,0,24,25,1,7905.59,0.6795,1.0,0,0
1228.35,8,0,915,0,9,4,0,3366.13,0.3648,0.4,1,0
3917.79,6,0,405,1,1,1,25,697.73,5.607,0.5,0,0
3041.73,7,0,676,0,7,3,3,1524.83,1.9935,0.375,0,0
5140.26,7,0,173,1,13,9,6,653.92,7.8487,0.6429,0,1
1045.5,16,1,638,1,9,4,29,1964.99,0.5318,0.4,0,0
3508.6,22,1,65,0,9,7,1,378.7,9.2405,0.7,0,1
6863.55,9,0,1156,0,15,18,0,10313.83,0.6654,1.125,1,0
10551.74,7,0,902,0,12,7,1,10143.45,1.0401,0.5385,0,0
964.91,12,0,589,0,31,17,13,599.65,1.6064,0.5312,0,0
3508.59,18,0,664,2,4,5,6,1770.74,1.9803,1.0,0,0
1185.57,11,1,398,0,3,4,8,1619.47,0.7316,1.0,0,0
1994.68,11,0,210,2,0,6,27,362.44,5.4883,6.0,0,0
755.41,15,1,251,0,38,12,4,1203.3,0.6273,0.3077,0,0
2972.41,12,0,895,0,14,10,0,344.99,8.591,0.6667,1,0
10140.81,14,0,763,0,18,19,3,3887.32,2.608,1.0,0,0
3004.17,20,0,120,1,4,5,16,486.2,6.1662,1.0,0,0
5173.87,22,0,537,0,12,1,20,282.41,18.2558,0.0769,0,0
2980.59,11,0,59,0,8,2,27,1440.18,2.0682,0.2222,0,0
3869.06,10,1,205,1,0,4,24,532.62,7.2506,4.0,0,0
4344.02,11,0,1063,0,20,8,1,3306.01,1.3136,0.381,0,0
2602.2,22,1,1261,0,24,24,0,6389.25,0.4072,0.96,1,0
2644.6,4,1,56,0,6,9,1,1877.55,1.4078,1.2857,0,0
1444.79,23,1,27,5,17,33,1,487.34,2.9586,1.8333,0,1
3567.32,16,0,207,2,12,2,17,1877.31,1.8992,0.1538,0,0
103.16,12,0,84,1,10,11,0,859.64,0.1199,1.0,1,1
1636.24,8,1,9,2,24,10,5,1022.56,1.5986,0.4,0,1
2476.67,17,0,100,0,12,8,9,414.43,5.9617,0.6154,0,0
2720.32,21,0,454,0,15,7,14,787.02,3.4521,0.4375,0,0
569.33,14,1,448,0,27,13,0,207.2,2.7345,0.4643,1,0
3615.5,8,0,698,0,29,17,2,8874.68,0.4073,0.5667,0,0
3705.88,12,0,121,2,10,5,2,1895.73,1.9538,0.4545,0,1
8579.61,20,1,1397,0,16,14,2,5940.07,1.4441,0.8235,0,0
2117.77,22,0,90,0,19,3,13,1367.27,1.5478,0.15,0,0
1310.28,9,1,265,0,20,15,18,1541.43,0.8495,0.7143,0,0
966.25,15,0,396,0,9,11,0,1402.03,0.6887,1.1,1,0
983.36,17,0,475,0,16,12,20,770.97,1.2738,0.7059,0,0
4665.96,15,1,677,0,28,22,1,7758.33,0.6013,0.7586,0,0
11651.17,12,0,650,0,27,15,2,4762.7,2.4458,0.5357,0,0
4019.14,22,1,217,2,5,3,18,498.99,8.0384,0.5,0,0
948.41,10,0,319,0,17,6,16,233.91,4.0373,0.3333,0,0
1684.73,21,1,209,0,4,6,6,196.41,8.5342,1.2,0,0
4647.34,1,1,132,2,10,4,2,410.04,11.3063,0.3636,0,1
546.59,19,0,384,2,9,1,7,1971.51,0.2771,0.1,0,0
46078.19,0,0,655,1,10,4,0,1008.48,45.6455,0.3636,1,1
266.36,20,0,473,0,22,12,5,1761.13,0.1512,0.5217,0,0
3056.39,8,1,424,2,7,7,30,1119.82,2.7269,0.875,0,0
1600.27,8,0,205,0,13,5,4,384.14,4.155,0.3571,0,0
1027.0,13,1,449,0,15,10,19,486.16,2.1081,0.625,0,0
2983.39,9,0,29,1,9,7,0,1404.91,2.122,0.7,1,0
1068.6,19,0,382,2,19,5,5,976.64,1.093,0.25,0,1
1229.36,14,1,181,1,6,10,2,392.56,3.1237,1.4286,0,1
954.97,18,0,648,0,7,5,0,2555.59,0.3735,0.625,1,0
1178.75,14,0,220,2,8,8,15,1639.08,0.7187,0.8889,0,0
4187.67,23,1,37,2,6,2,1,402.39,10.3812,0.2857,0,0
921.17,21,0,292,4,7,11,4,532.73,1.7259,1.375,0,1
2131.04,9,0,45,0,13,11,6,422.44,5.0327,0.7857,0,1
236.26,14,0,202,0,39,18,10,788.56,0.2992,0.45,0,0
2380.84,21,0,590,0,4,1,18,607.64,3.9117,0.2,0,0
4446.68,13,1,181,2,8,2,17,1871.69,2.3745,0.2222,0,0
2994.69,7,1,205,0,11,3,26,647.99,4.6144,0.25,0,0
3492.12,19,0,605,2,11,2,15,82.24,41.9524,0.1667,0,0
4096.14,9,0,411,1,3,7,4,1636.72,2.5011,1.75,0,0
1797.89,20,1,83,1,9,8,2,622.31,2.8844,0.8,0,1
627.85,7,0,588,0,32,19,3,456.69,1.3718,0.5758,0,0
1018.91,20,0,231,0,4,5,7,2029.51,0.5018,1.0,0,0
1206.72,13,0,174,1,11,6,0,770.52,1.5641,0.5,1,0
2985.58,11,1,138,2,8,9,3,1040.29,2.8672,1.0,0,1
11185.14,7,0,1223,0,27,5,1,6132.37,1.8237,0.1786,0,0
2225.23,20,0,666,0,4,3,7,99.71,22.0954,0.6,0,0
3312.83,11,1,32,0,11,6,29,221.12,14.9146,0.5,0,0
12.34,21,0,8,4,13,7,0,30.63,0.3901,0.5,1,1
536.73,14,0,115,2,8,4,26,1592.54,0.3368,0.4444,0,0
11301.26,1,0,651,1,15,8,6,27.61,395.0108,0.5,0,1
23901.25,23,0,520,2,10,9,5,507.14,47.0367,0.8182,0,1
2882.64,19,0,53,2,6,2,7,711.38,4.0465,0.2857,0,0
6667.55,21,0,1231,0,27,15,1,2889.79,2.3065,0.5357,0,0
370.07,10,0,43,1,5,8,3,1244.6,0.2971,1.3333,0,0
10753.31,11,0,687,0,17,10,3,11716.35,0.9177,0.5556,0,0
7.25,21,0,30,0,18,9,3,17.75,0.3867,0.4737,0,1
284.56,8,0,125,0,8,6,0,1899.69,0.1497,0.6667,1,1
4311.9,17,0,93,1,1,2,1,1747.28,2.4664,1.0,0,0
1612.93,15,1,1178,0,12,8,0,3223.11,0.5003,0.6154,1,0
1885.94,10,1,530,0,10,5,25,1467.44,1.2843,0.4545,0,0
10366.57,23,1,1361,0,14,6,0,5141.82,2.0157,0.4,1,0
2588.85,17,0,1091,0,36,22,0,11535.29,0.2244,0.5946,1,0
794.75,6,0,27,0,8,5,5,1556.75,0.5102,0.5556,0,0
5734.35,6,0,1393,0,18,8,2,11900.81,0.4818,0.4211,0,0
2991.8,16,0,181,0,12,7,6,248.46,11.9931,0.5385,0,0
9426.35,6,1,1182,0,34,16,3,8331.53,1.1313,0.4571,0,0
4690.13,8,0,181,0,13,5,3,1591.19,2.9457,0.3571,0,0
7170.97,13,1,1383,0,17,8,2,7878.58,0.9101,0.4444,0,0
4037.94,8,0,155,0,3,8,3,1189.15,3.3928,2.0,0,0
2754.48,16,0,580,1,8,3,0,1496.65,1.8392,0.3333,1,0
1829.0,10,1,306,0,5,5,0,2606.06,0.7016,0.8333,1,0
2571.79,13,0,946,0,13,5,0,2430.04,1.0579,0.3571,1,0
7971.06,9,0,196,0,8,4,1,600.14,13.2599,0.4444,0,1
9364.67,22,0,505,0,17,8,3,8731.89,1.0723,0.4444,0,0
1060.2,13,1,163,0,15,8,6,1997.19,0.5306,0.5,0,0
1100.44,15,0,364,0,35,11,4,120.44,9.0616,0.3056,0,0
1493.36,22,0,492,0,10,2,13,799.82,1.8648,0.1818,0,0
3289.83,11,0,260,0,6,5,26,797.69,4.119,0.7143,0,0
4013.95,18,0,499,1,8,3,15,1856.12,2.1614,0.3333,0,0
2304.2,11,0,176,1,12,9,0,1710.84,1.346,0.6923,1,0
2200.21,9,0,159,0,15,11,8,336.77,6.5139,0.6875,0,0
2824.28,7,0,143,2,6,7,2,334.17,8.4264,1.0,0,0
3068.59,12,0,191,0,6,9,6,948.0,3.2335,1.2857,0,1
1455.46,11,0,354,2,5,5,30,229.07,6.3262,0.8333,0,0
157.26,21,0,417,0,34,14,12,1002.47,0.1567,0.4,0,0
4238.85,23,0,53,2,2,7,13,1503.75,2.817,2.3333,0,0
2213.82,9,0,290,0,2,4,11,880.86,2.5104,1.3333,0,0
2696.43,7,0,757,0,32,22,0,3488.17,0.7728,0.6667,1,0
7.45,8,0,52,4,11,15,1,30.17,0.239,1.25,0,1
560.25,21,0,398,0,31,18,8,826.02,0.6774,0.5625,0,0
2390.23,16,0,413,0,16,7,0,3205.36,0.7455,0.4118,1,0
1052.79,11,0,722,0,5,7,0,2922.51,0.3601,1.1667,1,0
2194.44,5,1,112,2,9,11,3,397.14,5.5117,1.1,0,0
2305.45,20,1,642,2,0,5,4,1233.37,1.8677,5.0,0,0
1436.96,19,1,651,0,10,4,0,3662.32,0.3923,0.3636,1,0
3311.6,16,1,440,1,9,2,21,685.33,4.8251,0.2,0,0
4725.73,23,0,274,2,8,6,4,1299.38,3.6341,0.6667,0,0
5273.45,21,0,517,0,11,6,23,1044.22,5.0453,0.5,0,0
1740.69,12,0,319,0,20,8,11,1805.13,0.9638,0.381,0,0
1608.64,14,0,320,0,30,22,16,1455.66,1.1043,0.7097,0,0
12384.18,23,0,519,2,17,5,6,190.23,64.7607,0.2778,0,1
5259.76,16,0,183,1,5,6,12,969.59,5.4191,1.0,0,0
819.94,7,0,201,0,19,22,17,906.44,0.9036,1.1,0,0
872.56,14,0,321,0,33,15,5,1319.07,0.661,0.4412,0,0
1880.78,15,0,69,0,1,6,5,239.96,7.8054,3.0,0,0
2893.06,7,0,323,0,15,8,0,3758.14,0.7696,0.5,1,0
6162.35,22,1,196,1,18,6,0,260.17,23.5952,0.3158,1,1
9828.91,13,1,1286,0,39,4,1,4042.52,2.4308,0.1,0,0
4213.38,12,0,999,0,26,5,0,3553.02,1.1855,0.1852,1,0
2954.25,12,0,609,2,7,1,20,1723.21,1.7134,0.125,0,0
9608.26,16,0,916,0,9,19,3,11373.11,0.8447,1.9,0,0
2446.69,9,0,409,0,21,9,0,4394.99,0.5566,0.4091,1,0
132.56,8,0,481,0,13,7,8,1779.76,0.0744,0.5,0,0
200.16,20,0,707,0,14,2,0,1833.84,0.1091,0.1333,1,0
714.05,16,1,176,0,9,9,10,1710.15,0.4173,0.9,0,0
2674.92,1,0,124,1,5,11,3,1753.85,1.5243,1.8333,0,0
3741.53,12,0,454,0,2,2,27,1924.24,1.9434,0.6667,0,0
15015.36,9,0,1144,0,32,10,0,11128.09,1.3492,0.303,1,0
833.31,22,0,435,0,13,15,12,1017.08,0.8185,1.0714,0,0
3338.63,15,0,461,2,6,0,3,994.97,3.3521,0.0,0,0
1231.59,20,0,489,0,16,7,12,570.7,2.1543,0.4118,0,0
3858.68,5,0,112,0,10,2,1,944.98,4.079,0.1818,0,0
433.65,11,1,456,0,9,10,8,1390.24,0.3117,1.0,0,0
821.53,20,0,582,0,34,16,1,327.42,2.5015,0.4571,0,0
1131.43,8,0,158,2,5,10,2,907.34,1.2456,1.6667,0,0
1232.32,13,0,242,1,11,3,18,1733.09,0.7106,0.25,0,0
1962.73,22,0,440,0,15,5,0,4901.11,0.4004,0.3125,1,0
2021.1,22,0,501,1,8,2,21,1383.08,1.4602,0.2222,0,0
9633.09,7,0,1280,0,27,6,1,10550.66,0.9129,0.2143,0,0
2870.57,11,0,141,0,19,9,5,1124.2,2.5512,0.45,0,0
929.86,8,0,446,1,9,2,6,1732.54,0.5364,0.2,0,0
1135.96,21,0,545,0,10,3,0,2985.99,0.3803,0.2727,1,0
3600.14,12,1,773,0,15,4,0,2291.33,1.5705,0.25,1,0
3458.17,16,1,551,2,12,5,20,1247.65,2.7695,0.3846,0,0
3538.15,13,0,92,1,10,3,20,838.73,4.2134,0.2727,0,0
827.68,22,0,511,0,21,8,16,1439.58,0.5745,0.3636,0,0
2935.79,18,1,364,2,4,5,16,1740.25,1.686,1.0,0,0
1628.02,20,1,324,2,1,3,29,957.4,1.6987,1.5,0,0
692.51,19,1,248,0,5,8,0,1004.49,0.6887,1.3333,1,0
1251.08,14,0,367,0,21,20,10,269.1,4.6319,0.9091,0,0
430.21,15,0,79,2,3,7,0,695.11,0.618,1.75,1,1
1675.56,13,1,8,4,33,9,0,570.58,2.9315,0.2647,1,1
2886.25,15,0,353,2,12,6,16,656.51,4.3897,0.4615,0,0
4080.72,9,1,55,0,7,2,6,1841.2,2.2151,0.25,0,1
4158.51,22,0,523,2,7,8,13,418.86,9.9045,1.0,0,0
3515.63,21,0,96,0,4,3,13,1561.73,2.2497,0.6,0,0
3453.11,22,1,1277,0,18,13,2,3091.94,1.1164,0.6842,0,0
535.99,16,0,7,0,30,20,6,846.95,0.6321,0.6452,0,1
275.08,14,1,209,0,14,11,18,760.3,0.3613,0.7333,0,0
2128.5,15,0,352,0,19,10,19,1149.66,1.8498,0.5,0,0
4450.14,17,0,248,0,9,0,28,1030.02,4.3162,0.0,0,0
2466.36,13,0,606,0,11,3,0,976.59,2.5229,0.25,1,0
147.07,8,0,383,1,12,2,4,214.53,0.6824,0.1538,0,0
1239.39,10,0,93,0,18,15,15,330.9,3.7342,0.7895,0,0
361.21,14,0,580,0,33,24,16,429.24,0.8396,0.7059,0,0
1340.87,19,0,104,0,35,14,5,883.5,1.516,0.3889,0,0
4952.27,7,0,633,0,6,3,18,1968.57,2.5144,0.4286,0,0
1225.62,20,1,280,0,22,21,5,1271.92,0.9628,0.913,0,0
3190.06,15,1,885,0,38,9,1,3956.63,0.8061,0.2308,0,0
4607.39,13,0,221,2,4,8,3,791.97,5.8103,1.6,0,0
4073.1,11,1,867,0,10,2,0,4064.83,1.0018,0.1818,1,0
4505.13,23,0,74,0,1,5,16,200.35,22.3746,2.5,0,0
375.36,14,1,147,1,9,3,6,1095.15,0.3424,0.3,0,0
6976.42,20,0,1353,0,16,25,2,4491.17,1.553,1.4706,0,0
2646.25,18,0,656,1,6,4,16,1831.27,1.4442,0.5714,0,0
4107.15,7,0,452,0,8,0,2,2004.6,2.0478,0.0,0,0
1335.93,13,0,274,2,5,7,10,1038.6,1.285,1.1667,0,0
448.99,22,0,178,0,22,22,4,792.94,0.5655,0.9565,0,0
656.9,18,0,109,2,5,4,0,179.08,3.6478,0.6667,1,1
3382.63,16,0,116,2,5,4,17,981.09,3.4443,0.6667,0,0
2031.15,18,0,165,0,14,3,21,630.11,3.2184,0.2,0,0
1334.96,17,1,97,0,21,16,12,900.0,1.4816,0.7273,0,0
1745.32,9,0,325,1,3,3,17,836.58,2.0838,0.75,0,0
3849.61,12,0,38,2,8,3,11,1316.85,2.9211,0.3333,0,0
4921.55,19,1,1079,0,17,23,1,6879.03,0.7153,1.2778,0,0
19391.73,1,1,571,4,14,6,3,986.14,19.6444,0.4,0,1
1968.59,22,1,336,2,9,4,4,1646.84,1.1946,0.4,0,0
1992.65,21,1,507,1,3,4,22,114.58,17.2404,1.0,0,0
2194.35,11,1,625,1,4,2,27,1727.0,1.2699,0.4,0,0
13267.19,18,0,617,0,20,18,0,3573.66,3.7115,0.8571,1,0
1411.1,19,1,247,1,4,3,13,343.47,4.0964,0.6,0,0
3838.74,13,0,1140,0,2,6,0,675.83,5.6716,2.0,1,0
11752.55,7,0,607,0,11,18,3,7944.57,1.4791,1.5,0,0
7712.26,10,1,958,0,18,12,3,8093.01,0.9528,0.6316,0,0
240.29,13,0,231,2,5,2,14,293.95,0.8147,0.3333,0,0
46.74,13,0,519,0,4,0,13,412.51,0.113,0.0,0,0
4755.07,22,0,977,0,38,12,0,4017.2,1.1834,0.3077,1,0
4680.85,14,1,48,0,8,6,5,723.88,6.4574,0.6667,0,1
150.03,13,1,396,0,28,10,17,1550.72,0.0967,0.3448,0,0
47132.84,0,0,629,4,16,2,4,523.25,89.9053,0.1176,0,1
1688.02,14,0,225,0,10,12,0,155.45,10.7895,1.0909,1,0
2470.37,21,1,185,0,21,9,6,1093.36,2.2574,0.4091,0,0
1442.66,14,1,82,0,2,4,19,827.81,1.7406,1.3333,0,0
4449.37,11,0,352,1,10,6,10,1664.98,2.6707,0.5455,0,0
3627.2,15,0,147,0,4,2,5,1040.17,3.4838,0.4,0,0
906.79,10,1,371,0,15,1,3,126.66,7.1032,0.0625,0,1
4467.94,18,1,31,1,15,7,3,1145.24,3.8979,0.4375,0,1
362.5,8,0,168,1,4,10,4,397.54,0.9096,2.0,0,1
90.9,15,0,379,1,13,5,17,1767.34,0.0514,0.3571,0,0
2230.5,10,0,298,1,6,2,7,349.97,6.3552,0.2857,0,0
5250.36,13,0,236,0,3,3,30,134.31,38.8025,0.75,0,0
8592.4,13,1,1436,0,17,27,2,3601.99,2.3848,1.5,0,0
174.03,21,0,19,0,39,12,4,328.94,0.5275,0.3,0,1
4788.01,7,0,442,1,1,0,5,1845.7,2.5927,0.0,0,0
762.59,18,1,681,0,2,4,0,328.72,2.3128,1.3333,1,0
1332.47,16,0,62,1,8,7,4,425.32,3.1255,0.7778,0,1
2703.07,6,0,328,1,9,1,24,1854.33,1.4569,0.1,0,0
2222.84,13,0,453,0,14,12,18,1317.7,1.6856,0.8,0,0
2799.07,18,0,541,0,25,15,20,1148.72,2.4346,0.5769,0,0
1431.12,15,0,242,0,21,9,19,1779.3,0.8039,0.4091,0,0
1630.88,18,0,17,1,18,20,2,71.17,22.5978,1.0526,0,1
2589.39,9,0,125,0,20,11,15,574.6,4.4986,0.5238,0,0
3461.34,13,0,522,0,8,6,2,1091.02,3.1697,0.6667,0,0
13679.8,7,0,1018,0,17,15,2,6616.91,2.0671,0.8333,0,0
1820.63,11,0,791,0,5,6,0,1588.94,1.1451,1.0,1,0
3115.51,22,0,659,0,4,11,0,1465.94,2.1238,2.2,1,0
1460.58,7,1,185,1,4,7,6,476.84,3.0566,1.4,0,0
14495.43,12,0,1457,0,31,27,2,10831.84,1.3381,0.8438,0,0
9183.08,11,1,841,0,20,18,0,9434.66,0.9732,0.8571,1,0
6623.99,8,1,1154,0,36,26,3,8465.77,0.7824,0.7027,0,0
1904.61,23,1,365,1,5,1,24,290.39,6.5363,0.1667,0,0
1325.15,12,0,6,4,30,36,1,797.02,1.6605,1.1613,0,1
3921.51,13,0,525,1,6,8,19,1327.55,2.9517,1.1429,0,0
1053.82,0,0,8,5,32,27,5,470.46,2.2352,0.8182,0,1
5131.89,15,0,410,2,8,3,29,708.39,7.2342,0.3333,0,0
3290.54,9,0,455,2,11,3,13,783.57,4.1941,0.25,0,0
3732.28,20,1,174,1,11,2,2,595.85,6.2533,0.1667,0,0
6606.78,11,1,1000,0,33,15,2,8923.98,0.7403,0.4412,0,0
658.14,15,0,464,0,23,14,11,1487.83,0.4421,0.5833,0,0
3216.6,8,1,453,0,4,6,15,481.57,6.6656,1.2,0,0
10366.0,7,0,1410,0,36,7,1,4290.73,2.4153,0.1892,0,0
4325.65,19,1,1164,0,12,2,0,242.52,17.763,0.1538,1,0
3130.49,21,0,444,0,6,7,0,4422.56,0.7077,1.0,1,0
504.53,17,0,258,0,24,16,2,467.39,1.0772,0.64,0,0
3959.45,14,0,1048,0,10,10,0,2471.76,1.6012,0.9091,1,0
692.8,7,0,491,0,38,11,20,306.04,2.2564,0.2821,0,0
307.38,14,0,477,2,11,1,21,1083.48,0.2834,0.0833,0,0
3685.72,12,0,846,0,5,7,0,4144.54,0.8891,1.1667,1,0
42377.35,23,0,489,0,19,11,3,121.63,345.5708,0.55,0,1
4232.84,13,0,647,0,10,0,28,773.63,5.4643,0.0,0,0
4344.96,21,0,53,1,12,5,5,1779.86,2.4398,0.3846,0,0
508.32,12,0,177,2,2,5,26,648.82,0.7822,1.6667,0,0
8.84,19,0,27,2,13,7,0,49.85,0.1738,0.5,1,1
1725.66,21,0,184,0,28,18,12,1177.45,1.4643,0.6207,0,0
694.64,1,1,119,1,14,12,5,1673.72,0.4148,0.8,0,0
2771.93,20,0,89,0,15,8,5,860.14,3.2189,0.5,0,0
2585.0,10,1,192,0,5,8,25,2084.34,1.2396,1.3333,0,0
3211.53,22,1,419,0,0,3,18,1917.45,1.674,3.0,0,0
265.86,14,0,79,2,11,4,3,691.46,0.3839,0.3333,0,0
4270.37,18,1,126,1,9,5,6,509.39,8.3669,0.5,0,1
2553.06,21,0,586,0,24,11,15,438.35,5.811,0.44,0,0
4464.52,14,1,821,0,12,1,0,114.89,38.5238,0.0769,1,0
328.28,21,0,205,2,11,5,14,518.46,0.632,0.4167,0,0
4636.87,7,0,519,0,0,6,26,214.34,21.5328,6.0,0,0
964.59,20,0,359,0,40,13,20,1281.41,0.7522,0.3171,0,0
665.5,8,0,268,0,4,6,12,923.72,0.7197,1.2,0,0
2507.32,9,1,542,0,12,1,6,2100.03,1.1934,0.0769,0,0
2211.88,19,0,54,2,5,6,27,534.98,4.1268,1.0,0,0
3099.06,16,0,533,0,4,10,0,941.19,3.2892,2.0,1,0
755.1,12,0,521,1,13,4,14,673.61,1.1193,0.2857,0,0
407.59,23,0,456,0,8,8,16,176.04,2.3022,0.8889,0,0
3882.64,4,1,135,1,4,3,3,493.73,7.848,0.6,0,1
2642.83,13,0,539,0,26,17,20,744.66,3.5443,0.6296,0,0
502.91,18,0,335,0,16,6,18,556.62,0.9019,0.3529,0,0
2856.04,13,0,63,1,6,4,16,1886.81,1.5129,0.5714,0,0
4083.42,10,1,123,1,10,0,5,158.83,25.5485,0.0,0,0
3063.55,17,0,233,0,3,3,19,547.42,5.5861,0.75,0,0
3949.03,6,0,39,2,10,5,29,125.17,31.2993,0.4545,0,0
8039.13,7,1,603,0,18,24,2,6592.63,1.2192,1.2632,0,0
12613.98,16,1,987,0,24,9,1,8824.46,1.4293,0.36,0,0
5.42,16,0,36,0,16,16,2,28.64,0.1829,0.9412,0,1
4098.73,1,0,100,2,11,7,6,1485.23,2.7578,0.5833,0,1
4621.77,11,0,100,1,10,8,0,234.31,19.6412,0.7273,1,1
239.02,10,0,441,0,28,14,13,135.27,1.754,0.4828,0,0
2198.2,8,0,376,1,3,5,12,415.06,5.2834,1.25,0,0
7956.92,20,0,657,0,31,8,3,3479.95,2.2858,0.25,0,0
4578.33,18,0,92,1,8,6,20,1400.18,3.2675,0.6667,0,0
2324.5,8,0,40,0,3,6,9,529.26,4.3837,1.5,0,0
6496.95,18,0,850,0,32,19,1,7599.11,0.8548,0.5758,0,0
4514.3,13,0,94,0,13,5,6,695.63,6.4802,0.3571,0,0
13747.12,10,0,452,0,25,11,3,8414.34,1.6336,0.4231,0,0
4306.68,23,0,301,1,10,5,18,375.74,11.4314,0.4545,0,0
28522.4,5,1,379,0,15,3,5,694.03,41.0377,0.1875,0,1
2114.67,14,0,186,2,6,0,15,1894.75,1.1155,0.0,0,0
814.74,22,0,369,0,36,10,8,1091.2,0.746,0.2703,0,0
523.19,15,1,337,0,7,1,16,567.53,0.9203,0.125,0,0
6395.42,21,1,969,0,12,17,3,6363.52,1.0049,1.3077,0,0
1350.58,10,0,53,2,10,7,26,372.02,3.6207,0.6364,0,0
13045.7,6,0,945,0,32,8,0,6959.62,1.8742,0.2424,1,0
1822.55,23,1,145,2,10,1,21,1673.18,1.0886,0.0909,0,0
1361.68,12,0,137,0,14,4,0,477.4,2.8463,0.2667,1,1
4908.09,20,0,426,1,9,5,2,1770.13,2.7712,0.5,0,0
964.64,15,0,538,0,33,18,7,845.68,1.1393,0.5294,0,0
4786.65,22,0,255,1,18,8,2,938.91,5.0927,0.4211,0,1
4867.02,7,1,73,0,3,1,27,950.2,5.1167,0.25,0,0
5.51,15,0,13,3,12,5,1,9.97,0.5023,0.3846,0,1
2379.11,2,0,56,0,12,5,5,547.89,4.3344,0.3846,0,0
1212.99,22,0,513,0,23,18,5,1166.95,1.0386,0.75,0,0
5026.59,11,1,94,0,10,2,21,1983.11,2.5334,0.1818,0,0
2644.67,18,0,90,1,1,1,9,429.02,6.1501,0.5,0,0
4199.67,17,0,658,2,10,2,5,666.8,6.2888,0.1818,0,0
564.05,11,0,625,2,9,5,27,1152.19,0.4891,0.5,0,0
421.81,18,1,441,0,23,18,9,611.14,0.6891,0.75,0,0
4317.15,17,0,358,1,12,5,27,1236.87,3.4876,0.3846,0,0
2185.14,19,0,119,0,12,11,2,470.95,4.63,0.8462,0,0
2774.66,10,0,588,1,8,0,0,2009.25,1.3803,0.0,1,0
2601.97,6,0,492,2,3,2,0,747.71,3.4753,0.5,1,0
1541.03,12,1,148,2,13,5,5,938.01,1.6411,0.3571,0,0
2866.21,11,1,15,4,35,17,5,568.48,5.033,0.4722,0,1
745.31,17,0,531,0,8,8,0,4011.76,0.1857,0.8889,1,0
